observer_id,fit,se,batch
obsr102197,3.323617422229528,0.018530635511857654,1
obsr1022947,1.3450056952602263,0.16746080001791694,1
obsr102440,2.671470281603361,0.08670992186105189,1
obsr1025470,2.3036828516980905,0.08534099699971553,1
obsr1026040,3.176868567822942,0.059733468836699735,1
obsr1026251,2.158379089179936,0.1081656928714394,1
obsr1026653,2.5424325059461745,0.07121389972879819,1
obsr1027974,2.1498024800509024,0.044793339409788815,1
obsr102806,3.044452650717798,0.054860859179866335,1
obsr102818,3.3604307692058564,0.023457683265960674,1
obsr1028315,2.3923562615519205,0.054585748918796605,1
obsr1029119,2.853890487756377,0.0646323747627845,1
obsr1031445,2.972175645065443,0.03395179923996555,1
obsr1031891,2.5676000888093196,0.041809356227930375,1
obsr103231,3.2254585278006678,0.012400231314655038,1
obsr103326,3.213562694440516,0.013925956041910152,1
obsr103333,3.1451761218940795,0.016171583039090023,1
obsr1033526,2.7693256541150455,0.08111927405000767,1
obsr1034116,3.1548632409383437,0.06770802697581893,1
obsr103445,2.920288212442979,0.14829771995397154,1
obsr1034736,2.6931453264352907,0.025236509976931408,1
obsr1035677,2.457448838988862,0.056704106392974594,1
obsr1036104,2.795077340403889,0.031072379058176204,1
obsr1036330,2.586640919122324,0.026915433362204144,1
obsr1038069,3.032985644001485,0.05614899712344645,1
obsr103840,3.097184993354902,0.020907785978792965,1
obsr103898,2.8210060471410463,0.05928682757464534,1
obsr103956,2.769428227883733,0.01673458292736796,1
obsr1040382,2.2756060944210783,0.1316122031319578,1
obsr104040,3.3943097488802114,0.06066847832086097,1
obsr1040623,1.8614762557896463,0.10008374199538472,1
obsr1040747,2.9928474319893077,0.05203540161315544,1
obsr1040842,2.7179122570059286,0.06466056749617004,1
obsr104101,2.715765450999378,0.05858272897631354,1
obsr1042621,1.5869133893048994,0.2348345532557916,1
obsr1042833,2.8548815224831845,0.026804692345171414,1
obsr1043186,3.2523293480498583,0.19076639752087854,1
obsr1043198,3.0133580885926103,0.05250869327708337,1
obsr1043706,2.7636984982721184,0.07043878164369763,1
obsr1043822,2.4266980185056495,0.08815612952808316,1
obsr1044225,2.8401061346181886,0.021669714767404393,1
obsr104437,3.4392062700708563,0.022976489090226346,1
obsr1044896,2.504106581253686,0.05167303547373906,1
obsr104571,3.314112267449518,0.06475566477115972,1
obsr1046811,2.1109864517296324,0.08175850604734325,1
obsr1047466,3.07105462162008,0.03422160604790895,1
obsr1047541,2.826903619602656,0.030039931130546375,1
obsr1048460,1.544265588650242,0.16854575859029594,1
obsr1049834,2.166358928796239,0.10081579043059763,1
obsr105016,3.069545579220262,0.01885872695377593,1
obsr1050209,2.8499407937235754,0.07046166022577521,1
obsr1050411,2.5199439828489205,0.08482683729972615,1
obsr1051409,2.723580998760235,0.08913258771512118,1
obsr1051934,3.26966868030096,0.02791133579195084,1
obsr1052096,3.3998147878063727,0.15889215272754026,1
obsr1052653,1.6580635737578246,0.21592722950598964,1
obsr1053098,3.3057706613561777,0.0849174279929282,1
obsr1053168,2.9586653564091505,0.04276296377937057,1
obsr1054189,3.1141916902779156,0.06875075401853795,1
obsr1054650,2.551795373056841,0.05802610086582908,1
obsr1055531,3.0684004894948496,0.020744758357688648,1
obsr105593,2.889945997477252,0.07401477975512483,1
obsr1057293,2.636769726915081,0.037825017047497446,1
obsr1058417,2.724319271108093,0.08077232054221087,1
obsr1058716,2.9002322261253086,0.07375258912636837,1
obsr105916,2.5398940451836127,0.07285481965314396,1
obsr1060094,2.863892675066588,0.03711821730139022,1
obsr1060177,2.0282143021465737,0.09584848219028655,1
obsr106120,3.189793020992303,0.01846682331457562,1
obsr1062153,2.346993666733256,0.07966047832854656,1
obsr1062172,2.7765487965174245,0.07122188932924799,1
obsr1062488,1.7826271230605117,0.15113931308848977,1
obsr1062692,1.5955814773573083,0.16510042996747584,1
obsr106276,2.9560686941167442,0.04036853333795412,1
obsr1063195,2.6352403244034273,0.06445653143227822,1
obsr1063641,2.6964786312962805,0.08313107851068241,1
obsr1064444,2.9999127954137785,0.041176573435464256,1
obsr1065681,2.6566011219688934,0.04481201020099789,1
obsr1066091,2.3900614996055514,0.12683717097228475,1
obsr1066732,2.5922956467961997,0.03131250753431599,1
obsr1067076,2.6457940842331573,0.10586037298830096,1
obsr1067385,3.0622327191600083,0.017119544248416312,1
obsr1067424,3.0707544791655037,0.0324230157073262,1
obsr1067429,3.0872727990901976,0.06218262259841465,1
obsr1067435,3.249362286396827,0.04876665743444263,1
obsr1067437,2.9693154769383354,0.05328140176130815,1
obsr1067438,3.2227045866458055,0.03629552544325778,1
obsr1068072,2.5471646102717522,0.12361485348018808,1
obsr1068385,2.82910427106066,0.0238401147202825,1
obsr1068474,3.1657940486565144,0.019806706015130106,1
obsr1068592,3.6016106902732914,0.047568357697537166,1
obsr1068596,3.068284598766534,0.04782087120821377,1
obsr1068651,3.6871865342702552,0.11383543350611516,1
obsr1068798,2.9727731195953053,0.02466631354188708,1
obsr1068894,3.0970017849898435,0.04134077483566564,1
obsr1068900,3.4920038236992452,0.09581031706583412,1
obsr1069524,2.9421949795202527,0.0337462248751378,1
obsr1069896,2.81028455065727,0.05558626890289264,1
obsr1069936,2.9859353462287768,0.025335906759251042,1
obsr107003,2.340899550130963,0.042563026883749515,1
obsr1070371,2.7244620664270043,0.06312806969102824,1
obsr1070970,1.8378795463242887,0.1746862923704978,1
obsr1071217,2.0540404290849494,0.09351008799293661,1
obsr1071323,2.6750639249416484,0.1165191597043582,1
obsr1071525,2.7556235152747295,0.07528648265237557,1
obsr107164,3.258504734234434,0.0329697228320164,1
obsr1071943,2.969606574370659,0.054452793730091834,1
obsr107211,2.9976087378431924,0.016002171765844106,1
obsr1072135,2.978637045438178,0.031708870573564946,1
obsr1072195,2.7254259052832754,0.09530169282286606,1
obsr1074494,2.8086372710412237,0.07121628258624219,1
obsr1074825,1.7217778324202058,0.11443945348478322,1
obsr107511,2.6062382366993733,0.027960719724622267,1
obsr1075211,2.222773246138641,0.05812725078845827,1
obsr1075237,2.2828018561234185,0.08636089496360987,1
obsr107543,2.932422463550712,0.03586068477287548,1
obsr1075976,2.7805450939524996,0.05826830197803664,1
obsr107604,2.803091656969534,0.01984591110217193,1
obsr1076086,2.752539832386833,0.0321200182786728,1
obsr1076296,2.204801415716057,0.09249551328100979,1
obsr107631,3.2482430479315174,0.01689260446299657,1
obsr1076913,3.0919856563969286,0.05983146092072335,1
obsr1077102,2.9033566328245275,0.07859588798837343,1
obsr107741,3.2014578667228744,0.014349371659661622,1
obsr1077559,3.162660311978469,0.05856398183988431,1
obsr1077673,2.2830668182306826,0.04314995386095626,1
obsr107777,2.6013388741689125,0.07314340142048974,1
obsr1077913,2.836646965565562,0.038982126598625426,1
obsr1077989,2.1660901532672074,0.09377900745580134,1
obsr1078504,2.3762176285515,0.0938579508790749,1
obsr1079158,2.658528198386893,0.07927630632354678,1
obsr107939,3.0217608159146407,0.06607427467325182,1
obsr1079530,2.802381369175086,0.04686762882955195,1
obsr1080611,2.769568177865768,0.0799572166594165,1
obsr1080843,2.432848694835727,0.08420457281259426,1
obsr1080894,2.5746098929168375,0.06455688241088452,1
obsr1081030,2.828791774176113,0.063283940924293125,1
obsr1081066,2.6264708462532593,0.0669294441081004,1
obsr1081237,3.126415308762102,0.059457294112765964,1
obsr1081294,2.7658104774996985,0.07107824616957145,1
obsr1081976,2.540107427810665,0.09850176334440132,1
obsr1083076,2.1458453781094744,0.04829839273696866,1
obsr1083309,2.284719090447538,0.07813581086631569,1
obsr1084365,2.9497007101113364,0.03748848040613806,1
obsr1084495,2.0790505462945736,0.09846240464687611,1
obsr1085557,3.1080179387581977,0.055773603230782266,1
obsr1086357,3.073603160350816,0.05822680509740225,1
obsr1086607,2.4535627411655687,0.040933483611321896,1
obsr1086977,2.723701679548607,0.05872833609864617,1
obsr1087222,3.3388347463138466,0.059905278631762544,1
obsr1089176,3.1462139963924387,0.02377881602412055,1
obsr1089753,2.551481582822742,0.02839850839210295,1
obsr1090481,2.3975682948246932,0.05511928870626825,1
obsr109162,2.8374269301490624,0.028726012192564324,1
obsr1092773,3.0742781793786675,0.03288098467376406,1
obsr1092844,2.558324328495834,0.09593878918016459,1
obsr1092971,2.520766328216633,0.07339385533016536,1
obsr1093662,3.1231335782325247,0.019016647235899787,1
obsr1093810,2.1830726641743587,0.03904348962506737,1
obsr1093926,3.175620031665053,0.052260422038189785,1
obsr1094207,2.5881625906143535,0.021990737593207195,1
obsr1094249,2.855594187739689,0.022840561745338397,1
obsr1096611,2.8785222193379125,0.052213601968052775,1
obsr1097177,1.7737183637570855,0.08703016475494672,1
obsr1097206,2.849125921641409,0.055274211685607984,1
obsr1098034,3.2903662636111997,0.04473693992505329,1
obsr1098542,2.681062929759786,0.044403313702738485,1
obsr109906,3.3160303444637313,0.017746457653625924,1
obsr1099574,2.651814508348661,0.024691686671394725,1
obsr109998,3.2444530562718414,0.0360926944597519,1
obsr11009,2.8412316580702286,0.060647698858864084,1
obsr1101054,2.8224275340961764,0.09644060854937826,1
obsr1101124,2.9444892473334385,0.048965680681145644,1
obsr110245,3.359781949094983,0.11646616902283916,1
obsr1104032,1.9884408227161516,0.06733955304991182,1
obsr1104234,2.3102711226946924,0.14355549131246279,1
obsr1104680,3.0758865524142944,0.03184224134042236,1
obsr1104971,2.9208364466866494,0.06580248173960955,1
obsr1105517,3.0787967475482567,0.06624273076276714,1
obsr1105575,3.068235537203731,0.02104502668617573,1
obsr1105719,3.099594925900784,0.064016443939311607,1
obsr1107682,2.6004541317371204,0.024601889999354094,1
obsr110810,2.6646958521835624,0.018714226122279496,1
obsr1108943,2.6653701259306746,0.20825936888592692,1
obsr110941,3.2525663484364826,0.02552658080189264,1
obsr110959,2.8174136646925576,0.09603070313907362,1
obsr1110283,2.2694248379191926,0.04425868593334355,1
obsr111072,2.4989359940095746,0.02815967292815797,1
obsr1110812,2.7099598392734237,0.06469713696873218,1
obsr1110845,2.0874342267882673,0.040929895148265845,1
obsr1110929,2.365429151574109,0.23052416188796868,1
obsr11131,2.852243948135668,0.07161128133026638,1
obsr1113595,2.6455809066684117,0.03343050277374329,1
obsr111396,2.932775770476424,0.034928795494209755,1
obsr1114739,2.910232794445937,0.028064389700661625,1
obsr1115401,2.1738729217333037,0.09225618727714889,1
obsr1116685,2.0468311862707274,0.25216404809196497,1
obsr1118235,1.9759842847805689,0.20701396167211927,1
obsr1118376,2.08003972468749,0.06493106197761692,1
obsr1118649,2.1753900976587897,0.07064822415304539,1
obsr1118994,2.9886431098220547,0.07719196981610804,1
obsr1119195,2.0098462705905416,0.13165920433162673,1
obsr1119983,2.2414688017518967,0.12759659750238692,1
obsr1119989,2.7676690714207135,0.06949475159677017,1
obsr1120239,3.0892685395229136,0.06101997208258729,1
obsr112157,2.0128721664885365,0.0564237822500914,1
obsr112175,1.8749745879203237,0.11615142302705858,1
obsr1122869,1.5190618258958701,0.24894575012003559,1
obsr1123021,2.9224626657595003,0.07425281623881466,1
obsr1123723,2.519267103158224,0.07945222414841237,1
obsr1123745,2.740165483030078,0.034515572924065034,1
obsr1124139,2.748957931941659,0.19404947862042105,1
obsr1124783,2.320737357045379,0.09259262431407833,1
obsr1124816,3.1042028872352967,0.06333866742750423,1
obsr1126215,1.9876975527532852,0.10659259721746801,1
obsr112800,3.069649008679887,0.022806809883174017,1
obsr112852,2.678842877514035,0.028607219228502276,1
obsr1129644,2.7041297810311415,0.06701321452147128,1
obsr113041,2.955864832156315,0.02173893012270064,1
obsr1130788,2.526027869908654,0.0653408779942326,1
obsr113269,2.8753985885971014,0.018824152197130253,1
obsr961969,3.0952255176504226,0.01739130101706692,1
obsr971560,2.0306531138433006,0.09050922570129497,1
obsr980263,2.6503602913375537,0.036688510148861514,1
obsr984208,2.391049057724859,0.1480094515890293,1
obsr990709,3.0954049647736923,0.0707582096368651,1
obsr996036,3.0530534673024445,0.07493974213449589,1
obsr999594,2.1450651918913346,0.12041323783839433,1
obsr1132809,2.616352533888053,0.10061456292342692,2
obsr113514,2.6470782812865723,0.07219913733309205,2
obsr113526,2.9983179608195,0.023497733439273,2
obsr1135399,2.397213692338994,0.10980207694366001,2
obsr113578,2.932283954959782,0.05049337501063817,2
obsr113664,2.37119155855305,0.07721746465318456,2
obsr113674,1.93271591476843,0.04329147325952063,2
obsr11382,3.0847403508769635,0.026350625897375298,2
obsr1138852,2.7338551747615565,0.2378269452364833,2
obsr1140207,1.8399506603915081,0.09654291178535694,2
obsr114054,2.4779834095000077,0.023014298012092576,2
obsr114276,2.8972516871064546,0.017351238489071403,2
obsr114304,2.7052573241443794,0.03912115977437838,2
obsr1143391,3.3162343260902607,0.05970318192329029,2
obsr114516,3.116969787691005,0.03142839651337072,2
obsr1145373,2.7283924041273533,0.03223006688164411,2
obsr1145900,2.4002093216241005,0.17974482583975493,2
obsr1147555,2.867993295498373,0.048957231856597797,2
obsr114853,3.039313166222931,0.02557421002673891,2
obsr1149421,2.0408466605708364,0.13782223050914683,2
obsr114944,2.9599788574687054,0.037178020698088315,2
obsr1149659,2.4005438180127068,0.044582216750172536,2
obsr1150228,2.8149295994385244,0.029108505483780002,2
obsr1151665,2.4102016101710912,0.09943296628620255,2
obsr1151694,2.666220929497369,0.068706701250515,2
obsr1152208,1.8648003894504919,0.03084815258148265,2
obsr1153162,2.907977623938477,0.031671888303997565,2
obsr115374,3.3565324375213996,0.03795455959396248,2
obsr1155961,2.8491296443485377,0.03865379551604031,2
obsr1156147,2.8115582259778784,0.06718739557019611,2
obsr115921,2.827738707528451,0.06847463811763815,2
obsr115935,3.128301875028245,0.06959920212072387,2
obsr1161340,3.2987673819138923,0.029789074452639445,2
obsr1162365,2.7965343205130626,0.14226995581313798,2
obsr116350,3.068474970007027,0.015975750375261298,2
obsr1163501,1.8753074990125302,0.09606159712292321,2
obsr1163656,3.0870546333755704,0.037841576793134796,2
obsr1167369,2.5039668721338364,0.1431948293664024,2
obsr116882,2.9470696647972883,0.06911448749602929,2
obsr1168875,2.853117636508438,0.04499560183554317,2
obsr1169854,2.8714499534466915,0.029623357719796416,2
obsr1170699,2.2477476287253024,0.06442854848376686,2
obsr1171497,2.028152317939258,0.1656230824148079,2
obsr1171744,2.8775712625376664,0.046548279660715106,2
obsr1171886,2.1802105858668632,0.09835295853573195,2
obsr1172571,2.424892611355837,0.040054426471291024,2
obsr1173778,2.906196530023181,0.03457333926361901,2
obsr1174064,3.2299085203703695,0.0470576446731344,2
obsr1174735,2.982180228514378,0.09333423745664149,2
obsr1174943,2.8884777994135824,0.02694348914390667,2
obsr1175360,2.726776725508777,0.02257622021947512,2
obsr1175813,2.4813351488928195,0.0839569355084034,2
obsr1176076,3.0430659199040813,0.02586488672621318,2
obsr1176212,2.4033992221257536,0.08415828685469212,2
obsr1177494,2.044408833464456,0.22358387202115973,2
obsr1177679,2.6623487674056716,0.053564468244233436,2
obsr117849,3.0943332674637087,0.02434623075539192,2
obsr1179163,2.230601723850258,0.10899308856512194,2
obsr1180925,2.3426358864027828,0.08196173609099111,2
obsr1181833,2.619514629625209,0.045207102545827965,2
obsr1182273,3.1410605990926195,0.02118082539970014,2
obsr1182483,3.4198201888560966,0.046494042814254934,2
obsr1182674,2.5579637349325948,0.08561348125499675,2
obsr1187472,2.777712591288806,0.03681857394172441,2
obsr1188722,2.140054544199305,0.16656493108615097,2
obsr1189786,2.7126600395655283,0.06574928574660191,2
obsr1190024,2.0160714105954205,0.06810696207161761,2
obsr1190943,2.389460605701027,0.048582014481681944,2
obsr119149,2.4111136698073476,0.042102119686026014,2
obsr1192869,3.065766101189712,0.03129615238302423,2
obsr1193736,2.4559306198798865,0.038832949641101844,2
obsr1193807,2.476181539933011,0.05189738317615467,2
obsr1194535,2.7149231005235106,0.06998093934998613,2
obsr119686,2.8370111341370485,0.05304894537921335,2
obsr119728,2.882037292591647,0.020568398094795316,2
obsr1198374,2.58153905328512,0.048924594540323024,2
obsr12001,2.708667189994695,0.02766604939653544,2
obsr1201398,1.469065890402062,0.1792373178396123,2
obsr1202035,1.8277833637885086,0.12522337831842573,2
obsr1202154,2.594711947520686,0.06545434215035967,2
obsr1203589,3.1152257345943415,0.03009967397197522,2
obsr120408,2.451212579632998,0.02284153906702288,2
obsr1204761,2.815983791188889,0.07755427996911704,2
obsr1206195,2.6594109405198294,0.06768305362831789,2
obsr120650,3.003581538838793,0.01519765675220369,2
obsr120924,2.7511633013925545,0.045082995668141855,2
obsr120940,2.8624252041706066,0.05259095301874891,2
obsr1209414,2.911051110258308,0.03111884619710695,2
obsr1209962,2.917366403988529,0.07039226255142836,2
obsr121026,3.7524273207587187,0.03763851173171148,2
obsr121081,3.166026068508162,0.06406700699745639,2
obsr121103,3.1752725315477215,0.019108457064013682,2
obsr121196,3.4671181890312495,0.06834983712508164,2
obsr1213747,2.5257878122073456,0.03734786590675798,2
obsr1214078,2.7672305474095378,0.07938065633499114,2
obsr121409,3.215429715721925,0.019272275903312885,2
obsr1214454,2.7352947176671933,0.06730259278608808,2
obsr1214483,2.674609559653747,0.0758216091487834,2
obsr1214895,2.838762868718682,0.03329322901072498,2
obsr1215281,2.698428480622113,0.03623201757334475,2
obsr1215611,3.004521974951194,0.0357233747800511,2
obsr1216238,1.1065978760410737,0.21420872122918028,2
obsr1216992,2.3868565587529464,0.08694582218415285,2
obsr1217340,2.4748581938848795,0.08067108087996588,2
obsr1217388,2.6752188775099395,0.043505075098939,2
obsr121747,3.184217777398199,0.04606812020554037,2
obsr1217680,2.692792772817843,0.16678766380324112,2
obsr1218091,2.7345578151901333,0.05769842385132341,2
obsr1218945,2.368774337093799,0.0846142544023602,2
obsr1219600,3.1028856483276517,0.07896492773844974,2
obsr1219608,2.3938708107504114,0.1094492570210455,2
obsr1220026,2.8056492347851365,0.04763882041732504,2
obsr1221218,1.4681670240849445,0.2175237597821398,2
obsr1221358,2.80599443100398,0.07206126690345883,2
obsr122161,2.8354182928973968,0.059950441335076515,2
obsr122178,3.32769010651584,0.022738679083308313,2
obsr1221861,2.7514649927677457,0.26917706460450386,2
obsr1222242,3.3769113934041233,0.14827994292082547,2
obsr1222513,2.598717885153861,0.07969826126323065,2
obsr1222655,2.34082407254809,0.20846504715790137,2
obsr122403,3.0018566422959823,0.04178322108938175,2
obsr1224547,1.5131951809820203,0.21700661167742635,2
obsr1224562,2.798036394049234,0.03833339063318468,2
obsr122465,2.7972941619959886,0.040225062968270275,2
obsr1225027,2.3546985319791145,0.10804135021777025,2
obsr1225678,2.2348088434371096,0.25960088389880137,2
obsr1227345,2.9314268935596832,0.07584738361594551,2
obsr1227429,2.519517895613983,0.07853795334666683,2
obsr122819,3.450933134813154,0.018729597845721598,2
obsr122868,2.7524361488933904,0.05840385138994886,2
obsr122874,2.755495921758245,0.08194142043259317,2
obsr123009,2.6074098255635545,0.0513762523646382,2
obsr123074,3.1572408454812435,0.032457805428127824,2
obsr1230765,2.606756954648529,0.13459060424395938,2
obsr1231393,2.6010012404768927,0.06385825995604952,2
obsr1231394,2.8482775418943937,0.08719950562800877,2
obsr1231396,2.837867614881025,0.08669882844170175,2
obsr1231397,2.8161575923180453,0.07945846751336907,2
obsr1231398,2.7320362691873705,0.07322651804763095,2
obsr1231402,2.6943755394147955,0.08827510017484934,2
obsr1231404,2.668085884953159,0.08733480797172515,2
obsr1231406,2.7264696845804144,0.04581900130277321,2
obsr1231407,2.859469132744608,0.07717016500683808,2
obsr1231409,2.890952042847054,0.08435357366969129,2
obsr1231615,2.7494542334379846,0.07268984031981102,2
obsr1231616,2.720586651689531,0.08865127694810405,2
obsr1231619,2.759270585300518,0.08770046165035836,2
obsr1231623,2.45742582661062,0.07590443936427549,2
obsr1231625,2.624881042851778,0.08439351839921325,2
obsr1231626,2.7447845088303655,0.09233431108198166,2
obsr1231628,2.7169302729892983,0.08678503971200068,2
obsr1231629,2.8507258563321387,0.0939065251303556,2
obsr1231630,2.764702575760663,0.09038212591217734,2
obsr1231631,2.8200422148689435,0.06790331435427376,2
obsr1231689,2.4797845265260947,0.09437612409420361,2
obsr1231829,2.5785390182991437,0.05932704124989154,2
obsr1232295,2.2304786504284975,0.17421902474972947,2
obsr1232306,1.9060016535925035,0.1696079097795552,2
obsr1232477,2.6036203866377616,0.15645993655995907,2
obsr123271,2.6305479946812738,0.06338174256899672,2
obsr1232738,2.911683821218762,0.08548703615455357,2
obsr123305,2.3739273239299497,0.13864669030088037,2
obsr1233255,2.016259095556882,0.17997345839138135,2
obsr1233282,2.671892965773971,0.06101145114824544,2
obsr1233407,2.5546473561991467,0.08688168064102486,2
obsr1233441,2.8367360988352908,0.05097667022371106,2
obsr1233455,2.6254752834337896,0.06563735658215919,2
obsr1233720,2.4408789370615067,0.08517628662902565,2
obsr123398,2.5774525220609394,0.030292174321378727,2
obsr1234040,2.5184633238888035,0.0740383784378465,2
obsr1234765,2.8303202718092377,0.08170638643547672,2
obsr1235826,2.4660557379433503,0.16390744081862268,2
obsr1235876,2.491001979801318,0.058779414182382576,2
obsr1236061,2.853648589694181,0.0455825399862928,2
obsr1236246,2.5622048861873576,0.08311454346748867,2
obsr1236573,2.016511276640805,0.07340853482934301,2
obsr1236801,2.577213043909996,0.07786415706017079,2
obsr1237023,2.064903998807022,0.12640184365987162,2
obsr1237581,2.748550497748878,0.033128547753016345,2
obsr1241636,2.2512642598850894,0.04735283287528849,2
obsr1242488,2.442808552979352,0.12173372262522389,2
obsr1242979,2.2383263582465673,0.08565712667105355,2
obsr1244223,1.8192370630547425,0.11279401720547332,2
obsr1244772,1.7914283992881934,0.16649482684924216,2
obsr1245087,2.0253508641000586,0.11110308495790873,2
obsr1245249,3.2273526874741485,0.08268565382438725,2
obsr1246117,2.3556699837801522,0.05912341208494798,2
obsr124724,2.3392822608737123,0.08217675815390561,2
obsr124902,2.570476599512157,0.0701321810312711,2
obsr1250135,2.6720954259296326,0.13764439304088263,2
obsr1251017,2.5196518091929057,0.03917380545359277,2
obsr125176,2.674655774047144,0.04485544838020074,2
obsr1251817,2.7569092575595175,0.22824333958177623,2
obsr1253781,2.1870041726364837,0.07956181598344035,2
obsr125767,1.8593708164793328,0.05865112034829339,2
obsr1257950,2.45180414048733,0.05083993980970971,2
obsr1259511,2.4804707002009536,0.09816544893202599,2
obsr126012,3.3675065964460105,0.02286781608830397,2
obsr126110,2.774373502177031,0.019516577346367234,2
obsr1261745,2.8491597459201086,0.05731814680690972,2
obsr126278,2.437666553853036,0.06804174951287334,2
obsr1263977,2.2851614731122774,0.30500702325032203,2
obsr126434,2.5839787599402393,0.06757183093254159,2
obsr1265465,2.2848116676675656,0.14566365454390454,2
obsr126733,2.1146533878795504,0.13000991005537849,2
obsr1268565,2.797906333872729,0.0836580788918524,2
obsr1270053,2.2803783728272053,0.1293628951928726,2
obsr1270849,3.1390547716501436,0.2162626847615675,2
obsr127404,3.3539633540945677,0.1730098651558083,2
obsr127470,3.0907303408998383,0.04231560954735189,2
obsr127539,3.3258053554013216,0.02438974869915392,2
obsr127754,3.075787918422948,0.013449464673367884,2
obsr128178,2.844919642047413,0.018524012424948184,2
obsr1281876,2.3003376051583526,0.10738007543286916,2
obsr128205,2.8805869035202507,0.08323030873825958,2
obsr1282718,2.7707398389163185,0.048302083147494186,2
obsr128323,2.929224937170631,0.049672799704769593,2
obsr128442,3.4053066639619622,0.2203074264444983,2
obsr128508,3.353092033168344,0.03888656725768821,2
obsr128705,2.5425938134376294,0.02579940763710865,2
obsr1287196,1.3119164693717738,0.12595027662975095,2
obsr128750,2.839652361652679,0.04835304437360172,2
